stock_code,data_type,rows,first_date,last_date,core_missing_rate,anomalies,grade,reasons
00354,quarterly_kline,66,2010-03-31,2026-06-30,0.0,4,C,异常值 4 条；核心缺失率 0.0% 或异常
00357,quarterly_kline,66,2010-03-31,2026-06-30,0.0,1,C,异常值 1 条；核心缺失率 0.0% 或异常
00371,quarterly_kline,66,2010-03-31,2026-06-30,0.0,3,C,异常值 3 条；核心缺失率 0.0% 或异常
00700,quarterly_kline,66,2010-03-31,2026-06-30,0.0,0,A,
00788,quarterly_kline,32,2018-09-30,2026-06-30,0.0,0,A,
01093,quarterly_kline,66,2010-03-31,2026-06-30,0.0,8,C,异常值 8 条；核心缺失率 0.0% 或异常
01177,quarterly_kline,66,2010-03-31,2026-06-30,0.0,3,C,异常值 3 条；核心缺失率 0.0% 或异常
01951,quarterly_kline,29,2019-06-30,2026-06-30,0.0,3,C,异常值 3 条；核心缺失率 0.0% 或异常
02202,quarterly_kline,49,2014-06-30,2026-06-30,0.0,7,C,异常值 7 条；核心缺失率 0.0% 或异常
02611,quarterly_kline,37,2017-06-30,2026-06-30,0.0,0,A,
03033,quarterly_kline,24,2020-09-30,2026-06-30,0.0,23,C,异常值 23 条；核心缺失率 0.0% 或异常
03800,quarterly_kline,64,2010-03-31,2026-06-30,0.0,5,C,异常值 5 条；核心缺失率 0.0% 或异常
06060,quarterly_kline,36,2017-09-30,2026-06-30,0.0,3,C,异常值 3 条；核心缺失率 0.0% 或异常
00020,quarterly_moneyflow,19,2021-12-31,2026-06-30,0.0,0,A,
00268,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
00354,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
00357,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
00371,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
00700,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
00788,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
01093,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
01177,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
01951,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
02202,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
02611,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
03033,quarterly_moneyflow,21,2021-06-30,2026-06-30,0.0,0,A,
03800,quarterly_moneyflow,20,2021-03-31,2026-06-30,0.0,0,A,
06060,quarterly_moneyflow,22,2021-03-31,2026-06-30,0.0,0,A,
IDX,idx_hist,2860,2015-01-02,2026-08-19,0.0,0,B,轻微缺失（核心 0.0% / 辅助 13.7%）
00020,institutional_holdings,19,2021/Q4,2026/Q2,0.0,0,A,
00268,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.9%）
00354,institutional_holdings,87,2004/Q4,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.0%）
00357,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 9.3%）
00371,institutional_holdings,82,2006/Q1,2026/Q2,0.0,0,A,
00700,institutional_holdings,89,2004/Q2,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.6%）
00788,institutional_holdings,33,2018/Q2,2026/Q2,0.0,0,A,
01093,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.9%）
01177,institutional_holdings,86,2004/Q4,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 7.8%）
01951,institutional_holdings,32,2015/Q4,2026/Q2,0.0,0,A,
02202,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 15.6%）
02611,institutional_holdings,45,2015/Q2,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 6.7%）
03800,institutional_holdings,75,2007/Q4,2026/Q2,0.0,0,A,
06060,institutional_holdings,36,2017/Q3,2026/Q2,0.0,0,A,
