Signal_Date,Signal_Name,Details
2025-04-17,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-04-17 00:00:00'), 'close': 5.32, 'macd_dif': 0.1732, 'macd_histogram': 0.0853, 'volume': 96320973.0, 'volume_ratio5': 0.5953}"
2025-05-08,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-05-08 00:00:00'), 'close': 5.51, 'macd_dif': 0.2246, 'macd_histogram': -0.0756, 'volume': 99378064.0, 'volume_ratio5': 0.5382}"
2025-05-09,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-05-09 00:00:00'), 'close': 5.5, 'macd_dif': 0.1987, 'macd_histogram': -0.102, 'volume': 86635027.0, 'volume_ratio5': 0.5371}"
2025-05-13,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-05-13 00:00:00'), 'close': 5.29, 'macd_dif': 0.1248, 'macd_histogram': -0.1701, 'volume': 87720820.0, 'volume_ratio5': 0.5077}"
2025-05-15,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-05-15 00:00:00'), 'close': 5.47, 'macd_dif': 0.1048, 'macd_histogram': -0.1382, 'volume': 41831290.0, 'volume_ratio5': 0.3473}"
2025-05-28,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-05-28 00:00:00'), 'close': 6.58, 'macd_dif': 0.3131, 'macd_histogram': 0.1526, 'volume': 150136904.0, 'volume_ratio5': 0.6495}"
2025-08-04,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-04 00:00:00'), 'close': 9.52, 'macd_dif': 0.4887, 'macd_histogram': 0.1782, 'volume': 130527923.0, 'volume_ratio5': 0.4089}"
2025-08-06,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-06 00:00:00'), 'close': 9.92, 'macd_dif': 0.5169, 'macd_histogram': 0.1541, 'volume': 144311644.0, 'volume_ratio5': 0.4997}"
2025-08-12,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-12 00:00:00'), 'close': 9.9, 'macd_dif': 0.5094, 'macd_histogram': 0.0551, 'volume': 138351507.0, 'volume_ratio5': 0.6478}"
2025-08-21,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-08-21 00:00:00'), 'close': 10.35, 'macd_dif': 0.5078, 'macd_histogram': -0.0534, 'volume': 108072228.0, 'volume_ratio5': 0.6941}"
2025-09-02,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-02 00:00:00'), 'close': 10.61, 'macd_dif': 0.2876, 'macd_histogram': -0.1215, 'volume': 116160973.0, 'volume_ratio5': 0.5752}"
2025-09-04,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-04 00:00:00'), 'close': 10.69, 'macd_dif': 0.336, 'macd_histogram': -0.0154, 'volume': 133035979.0, 'volume_ratio5': 0.7395}"
2025-09-05,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-05 00:00:00'), 'close': 11.05, 'macd_dif': 0.3619, 'macd_histogram': 0.029, 'volume': 125008101.0, 'volume_ratio5': 0.7659}"
2025-09-12,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-12 00:00:00'), 'close': 10.21, 'macd_dif': 0.2392, 'macd_histogram': -0.1822, 'volume': 153653047.0, 'volume_ratio5': 0.7603}"
2025-09-15,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-15 00:00:00'), 'close': 10.4, 'macd_dif': 0.2106, 'macd_histogram': -0.1916, 'volume': 129814184.0, 'volume_ratio5': 0.6246}"
2025-09-22,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-22 00:00:00'), 'close': 9.8, 'macd_dif': -0.0133, 'macd_histogram': -0.2957, 'volume': 124922440.0, 'volume_ratio5': 0.761}"
2025-09-24,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-24 00:00:00'), 'close': 9.31, 'macd_dif': -0.1311, 'macd_histogram': -0.3568, 'volume': 119176007.0, 'volume_ratio5': 0.6488}"
2025-09-29,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2025-09-29 00:00:00'), 'close': 9.18, 'macd_dif': -0.2593, 'macd_histogram': -0.3407, 'volume': 124539894.0, 'volume_ratio5': 0.7797}"
2026-01-21,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2026-01-21 00:00:00'), 'close': 9.89, 'macd_dif': 0.472, 'macd_histogram': 0.1022, 'volume': 58136368.0, 'volume_ratio5': 0.5638}"
2026-01-22,MACD顶背离 + 成交量萎缩,"{'Signal_Date': Timestamp('2026-01-22 00:00:00'), 'close': 9.68, 'macd_dif': 0.4513, 'macd_histogram': 0.0486, 'volume': 79368885.0, 'volume_ratio5': 0.9798}"
