问题: 对中软国际 (00354)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-06-05 3.72 4.90 3.71  4.24          16.16%        1.970        20.36% 3.713 3.930  4.854  5.235         0.1505        金叉延续 52.16        283,970,000     -33,740,000  76,717,372   2,434,028
2026-06-12 4.05 4.22 3.60  3.63         -14.39%        0.885         8.65% 3.686 3.902  4.830  5.219         0.1552        金叉延续 42.90       -122,270,000     -24,321,100  49,515,376 -11,738,220
2026-06-19 3.65 3.72 3.22  3.24         -10.74%        0.612         5.00% 3.537 3.839  4.799  5.199         0.1082        金叉延续 38.23        -87,050,000      -2,256,100 -19,874,696    -250,872
2026-06-26 3.27 3.27 2.90  2.92          -9.88%        0.642         4.46% 3.331 3.751  4.761  5.177         0.0400        金叉延续 34.87        -39,502,240      34,070,000  35,003,552  -5,139,440
2026-07-03 2.99 3.12 2.89  3.08           5.48%        0.526         2.95% 3.248 3.687  4.728  5.156         0.0232        金叉延续 37.81        -16,545,560      12,713,760   3,720,440  -2,706,688
2026-07-10 3.09 3.30 2.94  3.16           2.60%        0.782         3.96% 3.218 3.637  4.697  5.136         0.0292        金叉延续 39.29        -18,355,480      10,880,000 -56,744,656   6,217,312
2026-07-17 3.19 3.19 2.91  2.96          -6.33%        0.838         3.92% 3.132 3.573  4.663  5.114         0.0135        金叉延续 36.93        -21,887,620      -8,320,600 -36,668,180   9,417,412
2026-07-24 2.99 4.07 2.99  3.26          10.14%        2.288        30.07% 3.175 3.543  4.635  5.096         0.0487        金叉延续 42.51        -17,563,320      20,868,040 -22,770,844  14,042,240
2026-07-31 3.28 4.04 3.25  3.93          20.55%        1.068        14.54% 3.427 3.580  4.621  5.084         0.1611        金叉延续 52.59        105,674,700      52,364,440   6,264,544  17,701,128
2026-08-07 3.99 4.09 3.61  3.62          -7.89%        0.744         8.98% 3.491 3.583  4.601  5.070         0.1905        金叉延续 48.36        -38,538,100    -110,009,330   1,866,036  -6,843,490
2026-08-14 3.61 3.66 3.42  3.48          -3.87%        0.495         4.76% 3.487 3.574  4.579  5.054         0.1877        金叉延续 46.54        -46,879,330     -54,183,440  -3,838,734 -19,856,178
2026-08-21 3.50 3.78 3.33  3.73           7.18%        0.933         8.69% 3.568 3.589  4.562  5.041         0.2141        金叉延续 50.15         39,691,800      28,466,980   8,477,150 -12,498,662
2026-08-28 3.76 3.98 3.68  3.90           4.56%        0.760         6.33% 3.679 3.618  4.549  5.029         0.2469        金叉延续 52.50          6,164,850     -15,034,770 -12,430,742  -2,403,826

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:23
