问题: 对众安在线 (06060)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date  open  high   low close week_change_pct volume_ratio turnover_rate   ema5  ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow   inst_5ma     ind_5ma
2026-04-17 13.00 13.23 12.52 12.61          -7.28%        1.087         3.73% 13.291 14.804 15.924 19.000        -0.6265        死叉延续 34.78         -8,068,140     -35,282,770 11,309,322   3,535,238
2026-04-24 12.67 13.05 12.06 12.19          -3.33%        0.784         2.42% 12.924 14.555 15.850 18.932        -0.6478        死叉延续 33.09         17,337,080      -7,098,050  3,579,986 -12,926,640
2026-05-01 12.19 12.27 11.72 11.73          -3.77%        0.577         1.47% 12.526 14.286 15.768 18.860        -0.6737        死叉延续 31.30         -1,934,070     -26,803,210  5,759,414  -2,804,502
2026-05-08 11.74 12.27 11.57 12.22           4.18%        0.969         2.42% 12.424 14.090 15.698 18.794        -0.5783        死叉延续 35.32         46,175,260      -1,986,850 11,467,836  -5,238,176
2026-05-15 12.22 12.22 11.02 11.22          -8.18%        1.143         3.09% 12.023 13.816 15.609 18.719        -0.6007        死叉延续 31.29        -18,450,000     -95,450,000  7,012,026 -33,324,176
2026-05-22 11.30 11.30 10.52 10.63          -5.26%        0.877         2.24% 11.558 13.513 15.511 18.639        -0.6421        死叉延续 29.18          3,864,720     -37,037,590  9,398,598 -33,675,140
2026-05-29 10.63 10.86 10.28 10.80           1.60%        1.045         2.73% 11.306 13.254 15.418 18.561        -0.5948        死叉延续 30.63         12,691,750     -23,780,000  8,469,532 -37,011,530
2026-06-05 10.80 11.02 10.29 10.32          -4.44%        0.911         2.27% 10.977 12.975 15.317 18.479        -0.5759        死叉延续 28.84         10,291,350     -40,911,280 10,914,616 -39,833,144
2026-06-12 10.15 10.89 10.06 10.67           3.39%        1.393         4.32% 10.875 12.755 15.225 18.401        -0.4686        死叉延续 31.97         25,856,790      -4,180,000  6,850,922 -40,271,774
2026-06-19 10.88 11.68 10.09 10.15          -4.87%        1.235         4.34% 10.633 12.507 15.124 18.319        -0.4215        死叉延续 29.87          4,160,000      31,940,000 10,249,626   1,839,440
2026-06-26 10.15 10.36  9.01  9.08         -10.54%        0.967         3.34% 10.115 12.181 15.004 18.227        -0.4838        死叉延续 26.06         46,799,640     -48,900,000 19,959,906 -17,166,256
2026-07-03  9.14  9.62  8.83  9.58           5.51%        0.705         2.13%  9.937 11.933 14.897 18.141        -0.4100        死叉延续 30.52         11,839,680     -29,202,020 19,789,492 -18,250,660
2026-07-10  9.69 10.10  9.46  9.97           4.07%        0.955         2.80%  9.948 11.746 14.799 18.059        -0.2677        死叉延续 33.86          5,878,670      56,700,000 18,906,956   1,271,596
2026-07-17  9.97 10.63  9.25 10.14           1.71%        1.402         5.17% 10.012 11.593 14.707 17.981        -0.1176        死叉延续 35.32         65,742,963      32,234,622 26,884,191   8,554,520
2026-07-24 10.11 11.05 10.11 10.64           4.93%        0.581         1.77% 10.221 11.502 14.627 17.908         0.0720          金叉 39.56         -4,689,077      15,373,827 25,114,375   5,241,286
2026-07-31 10.75 11.30 10.49 11.09           4.23%        0.790         2.18% 10.511 11.463 14.557 17.840         0.2699        金叉延续 43.16         -2,069,814     -32,607,705 15,340,484   8,499,745
2026-08-07 11.00 11.66 10.92 11.11           0.18%        0.738         1.79% 10.711 11.430 14.488 17.773         0.4072        金叉延续 43.32         15,376,812      -3,557,023 16,047,911  13,628,744
2026-08-14 11.11 11.24 10.41 10.54          -5.13%        0.626         1.28% 10.654 11.345 14.410 17.701         0.4229        金叉延续 39.84         -6,206,547     -23,670,912 13,630,867  -2,445,438
2026-08-21 10.50 10.75  9.97 10.52          -0.19%        1.118         2.44% 10.609 11.266 14.333 17.629         0.4309        金叉延续 39.72         60,922,726       2,040,724 12,666,820  -8,484,218
2026-08-28 10.50 12.38 10.38 11.74          11.60%        1.870         7.24% 10.986 11.311 14.282 17.571         0.5909        金叉延续 49.72         96,409,748     -28,002,368 32,032,914  -2,827,876

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:23
