问题: 对港股万科企业 (02202)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-04-24 3.07 3.08 2.84  2.89          -5.86%        0.722         2.85% 3.011 3.472  5.292  7.941        -0.0329        死叉延续 31.78         -5,669,690     -17,750,820   3,061,336  -5,592,336
2026-05-01 2.89 3.05 2.82  2.99           3.46%        1.073         4.42% 3.004 3.426  5.246  7.892        -0.0104        死叉延续 34.85          9,439,980      -3,141,340  15,140,242  21,639,116
2026-05-08 3.01 3.37 3.01  3.16           5.69%        0.961         3.88% 3.056 3.401  5.205  7.844         0.0330          金叉 39.81         19,492,390      15,849,490   8,963,020  -1,323,222
2026-05-15 3.17 3.36 3.02  3.08          -2.53%        1.225         5.56% 3.064 3.370  5.163  7.797         0.0552        金叉延续 38.33         -7,855,315      -4,010,000   5,806,339  -1,052,890
2026-05-22 3.09 3.09 2.66  2.68         -12.99%        1.340         7.33% 2.936 3.305  5.114  7.746         0.0219        金叉延续 31.94           -591,660       6,524,490   2,963,141    -505,636
2026-05-29 2.68 2.94 2.48  2.71           1.12%        1.409         9.69% 2.861 3.248  5.066  7.696         0.0106        金叉延续 32.85         13,632,830      11,838,620   6,823,645   5,412,252
2026-06-05 2.72 2.85 2.61  2.62          -3.32%        0.820         5.18% 2.780 3.188  5.018  7.646        -0.0019          死叉 31.50        -24,598,230     -18,740,010      16,003   2,292,518
2026-06-12 2.61 2.69 2.49  2.64           0.76%        0.729         4.05% 2.734 3.136  4.971  7.596        -0.0003        死叉延续 32.17         -3,858,180      -1,785,250  -4,654,111  -1,234,430
2026-06-19 2.67 2.71 2.40  2.42          -8.33%        0.689         3.33% 2.629 3.068  4.920  7.544        -0.0206        死叉延续 28.83        -11,064,540      -2,986,600   4,579,334   9,268,864
2026-06-26 2.42 2.53 2.17  2.20          -9.09%        1.229         6.67% 2.486 2.985  4.866  7.491        -0.0535        死叉延续 25.94        -17,217,280     -13,634,590  -8,621,080  -5,061,566
2026-07-03 2.21 2.36 2.10  2.34           6.36%        1.064         5.97% 2.437 2.924  4.816  7.440        -0.0465        死叉延续 30.71         21,640,000      -2,477,110  -7,019,646  -7,924,712
2026-07-10 2.34 2.41 2.19  2.35           0.43%        0.787         3.99% 2.408 2.869  4.767  7.389        -0.0314        死叉延续 31.05          2,100,580       1,501,820  -1,679,884  -3,876,346
2026-07-17 2.33 2.56 2.22  2.48           5.53%        1.082         5.73% 2.432 2.832  4.722  7.340         0.0034          金叉 35.49          1,383,189      24,044,366    -631,610   1,289,577
2026-07-24 2.46 2.51 2.37  2.41          -2.82%        0.765         3.62% 2.425 2.792  4.676  7.291         0.0231        金叉延续 34.21         -6,433,250      -4,811,235     294,648     924,650
2026-07-31 2.42 2.55 2.35  2.48           2.90%        0.784         3.35% 2.443 2.762  4.633  7.243         0.0503        金叉延续 36.67         -5,482,798       6,774,389   2,641,544   5,006,446
2026-08-07 2.50 2.56 2.42  2.50           0.81%        0.877         3.52% 2.462 2.737  4.591  7.196         0.0742        金叉延续 37.39           -611,849      -5,328,075  -1,808,826   4,436,253
2026-08-14 2.52 2.58 2.39  2.42          -3.20%        1.113         4.75% 2.448 2.707  4.548  7.149         0.0818        金叉延续 35.65        -14,828,858      -5,276,638  -5,194,713   3,080,562
2026-08-21 2.44 2.53 2.36  2.44           0.83%        0.818         3.19% 2.445 2.682  4.506  7.102         0.0914        金叉延续 36.45          6,878,048       6,576,538  -4,095,741    -413,004
2026-08-28 2.44 2.54 2.36  2.49           2.05%        0.999         3.90% 2.460 2.663  4.466  7.056         0.1053        金叉延续 38.50          4,282,662      10,571,512     374,688  -1,894,834

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:23
