问题: 对腾讯控股 (00700)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date   open   high    low  close week_change_pct volume_ratio turnover_rate    ema5   ema20  ema100  ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow       inst_5ma       ind_5ma
2026-06-12 447.80 475.60 443.20 463.60           2.29%        0.908         1.67% 455.305 493.089 490.581 444.115        -6.4811        死叉延续 39.39     -1,769,970,000   1,385,580,000    621,570,000   549,456,000
2026-06-19 475.00 476.80 435.60 440.20          -5.05%        0.638         1.01% 450.270 488.052 489.584 444.076        -5.4654        死叉延续 35.24       -593,150,000  -3,505,250,000    -30,812,000  -844,710,000
2026-06-26 439.00 439.80 411.00 411.80          -6.45%        1.145         1.94% 437.447 480.790 488.043 443.755        -7.6283        死叉延续 30.98       -653,660,000  -2,784,960,000    656,172,000  -582,274,000
2026-07-03 417.00 447.00 415.00 431.20           4.71%        0.928         1.51% 435.364 476.067 486.918 443.630        -5.5519        死叉延续 36.62        587,270,000   1,802,100,000    -95,706,000   297,080,000
2026-07-10 432.80 485.00 425.40 460.20           6.73%        1.328         2.60% 443.643 474.556 486.389 443.795         0.3109          金叉 43.99      3,470,230,000   1,760,100,000    208,144,000  -268,486,000
2026-07-17 463.20 494.80 447.40 461.60           0.30%        0.942         1.79% 449.629 473.322 485.898 443.972         4.7160        金叉延续 44.33      2,353,401,380   3,614,759,660  1,032,818,276   177,349,932
2026-07-24 465.60 482.60 432.00 434.60          -5.85%        0.967         1.81% 444.619 469.634 484.882 443.879         4.3410        金叉延续 39.41     -1,896,129,040  -1,853,806,240    772,222,468   507,638,684
2026-07-31 438.80 479.80 435.40 475.20           9.34%        0.838         1.45% 454.813 470.164 484.690 444.191         9.6078        金叉延续 48.64      3,498,909,580   3,279,872,980  1,602,736,384 1,720,605,280
2026-08-07 482.00 497.80 475.40 478.80           0.76%        0.865         1.40% 462.808 470.987 484.574 444.535        13.3903        金叉延续 49.37      1,825,090,760  -1,308,961,120  1,850,300,536 1,098,393,056
2026-08-14 479.00 483.80 436.00 440.00          -8.10%        1.055         1.76% 455.206 468.036 483.691 444.490        10.6019        金叉延续 42.33     -1,916,013,540   1,058,113,300    773,051,828   957,995,716
2026-08-21 444.80 457.40 437.60 457.00           3.86%        0.771         1.16% 455.804 466.985 483.163 444.614        10.9391        金叉延续 45.97        -16,533,540   1,017,805,460    299,064,844   438,604,876
2026-08-28 450.00 462.20 438.00 455.20          -0.39%        0.784         1.05% 455.603 465.862 482.609 444.720        10.7932        金叉延续 45.64      1,631,503,720     776,787,820    116,532,744  -821,804,436

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:23
