================================================================================
周度走势复盘分析 - 自动生成提问模板
================================================================================

复盘周期: 最近 30 周

说明:
  1. 周数据日期为该周最后一个交易日（节假日自动调整）
  2. 资金流数据已自动清洗：因假期导致的0值已替换为前一周有效数据


处理 北控水务 (00371) ...

问题: 对北控水务 (00371)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-02-06 10.78 10.82 10.47 10.48          -3.76%        1.210         1.81% 10.901 11.188 10.188  9.621        -0.2655        死叉延续 39.20        -48,750,000     -48,580,000 -41,321,600 -14,481,346
2026-02-13 10.48 10.81 10.33 10.64           1.53%        1.037         1.58% 10.814 11.135 10.197  9.631        -0.2750        死叉延续 42.16        -35,432,250     -13,779,010 -35,600,116 -14,546,982
2026-02-20 10.67 10.68 10.51 10.59          -0.47%        0.234         0.26% 10.739 11.083 10.205  9.640        -0.2744        死叉延续 41.48          1,949,770      -2,149,730 -27,706,496 -12,210,988
2026-02-27 10.66 10.92 10.65 10.78           1.79%        1.242         1.57% 10.753 11.055 10.216  9.652        -0.2363        死叉延续 45.10         27,570,040      10,063,350 -16,510,488 -15,065,004
2026-03-06 10.76 10.93 10.44 10.69          -0.83%        1.024         1.31% 10.732 11.020 10.225  9.662        -0.2118        死叉延续 43.72         40,930,000     -93,579,580  -2,746,488 -29,604,994
2026-03-13 10.63 11.12 10.35 11.11           3.93%        1.107         1.50% 10.858 11.028 10.243  9.676        -0.1316        死叉延续 51.22         24,850,000     111,554,270  11,973,512   2,421,860
2026-03-20 11.12 11.12 10.57 10.71          -3.60%        1.360         2.24% 10.809 10.998 10.252  9.687        -0.1250        死叉延续 45.06         18,449,960      81,364,060  22,749,954  21,450,474
2026-03-27 10.66 10.73 10.22 10.32          -3.64%        1.066         1.81% 10.646 10.934 10.254  9.693        -0.1634        死叉延续 40.01           -941,600       5,532,340  22,171,680  22,986,888
2026-04-03 10.26 10.43 10.07 10.38           0.58%        0.758         1.15% 10.557 10.881 10.256  9.700        -0.1701        死叉延续 41.10         30,170,000     -17,780,000   3,071,664 -11,700,560
2026-04-10 10.45 10.58 10.39 10.46           0.77%        0.580         0.73% 10.525 10.841 10.260  9.707        -0.1537        死叉延续 42.61         60,780,000     -16,405,690  26,661,672  32,852,996
2026-04-17 10.46 10.70 10.36 10.66           1.91%        0.928         1.12% 10.570 10.824 10.268  9.717        -0.1080        死叉延续 46.30          4,996,360     -16,688,010  22,690,944   7,204,540
2026-04-24 10.52 10.96 10.44 10.79           1.22%        0.945         1.11% 10.643 10.820 10.278  9.728        -0.0549        死叉延续 48.61           -400,810     -23,503,330  18,920,790 -13,768,938
2026-05-01 10.83 10.89 10.65 10.71          -0.74%        0.774         0.81% 10.665 10.810 10.287  9.737        -0.0268        死叉延续 47.26          6,184,770      39,610,000   1,322,954     419,440
2026-05-08 10.82 10.84 10.61 10.71           0.00%        0.972         1.01% 10.680 10.800 10.295  9.747        -0.0055        死叉延续 47.26          2,561,040       4,220,360  14,824,272  -2,553,334
2026-05-15 10.71 10.90 10.53 10.58          -1.21%        1.382         1.79% 10.647 10.779 10.301  9.755        -0.0062        死叉延续 44.91         23,650,000     110,332,990   7,398,272  22,794,402
2026-05-22 10.58 10.81 10.22 10.27          -2.93%        1.372         2.17% 10.521 10.731 10.300  9.760        -0.0435        死叉延续 39.83        -72,050,000     -10,192,730  -8,011,000  24,093,458
2026-05-29 10.33 10.33  9.81  9.92          -3.41%        1.276         2.34% 10.321 10.654 10.293  9.762        -0.1069        死叉延续 35.01        -17,100,000     -44,432,600 -11,350,838  19,907,604
2026-06-05  9.92 10.11  9.84  9.88          -0.40%        0.814         1.36% 10.174 10.580 10.285  9.763        -0.1435        死叉延续 34.50        -58,660,000      -3,020,310 -24,319,792  11,381,542
2026-06-12  9.81  9.88  9.53  9.72          -1.62%        0.968         1.60% 10.023 10.498 10.273  9.763        -0.1763        死叉延续 32.45          1,530,280       2,080,000 -24,525,944  10,953,470
2026-06-19  9.76  9.85  9.23  9.31          -4.22%        1.234         2.31%  9.785 10.385 10.254  9.758        -0.2366        死叉延续 27.88          9,950,000       3,283,660   5,478,954  10,474,858
2026-06-26  9.29  9.48  8.66  8.92          -4.19%        1.197         2.49%  9.497 10.245 10.228  9.750        -0.3079        死叉延续 24.36         10,480,000     -52,964,910 -10,759,944 -19,010,832
2026-07-03  8.94  9.09  8.68  9.04           1.35%        0.686         1.23%  9.344 10.131 10.204  9.743        -0.3164        死叉延续 27.40         40,560,400      53,503,320     772,136     576,352
2026-07-10  9.06  9.21  8.87  9.17           1.44%        0.694         1.08%  9.286 10.039 10.184  9.737        -0.2833        死叉延续 30.64         36,572,540      25,924,610  19,818,644   6,365,336
2026-07-17  9.13  9.46  9.07  9.31           1.53%        0.872         1.27%  9.294  9.970 10.167  9.733        -0.2238        死叉延续 34.06          2,234,990      47,835,225  19,959,586  15,516,381
2026-07-24  9.33  9.87  9.33  9.60           3.11%        0.839         1.14%  9.396  9.934 10.155  9.732        -0.1313        死叉延续 40.59         39,974,640      16,043,655  25,964,514  18,068,380
2026-07-31  9.65 10.06  9.61 10.03           4.48%        1.195         1.79%  9.607  9.944 10.153  9.735        -0.0047        死叉延续 48.71        -20,549,950      18,620,205  19,758,524  32,385,403
2026-08-07 10.02 10.13  9.68  9.74          -2.89%        0.972         1.44%  9.652  9.924 10.145  9.735         0.0447          金叉 44.31         23,023,028      -4,548,052  16,251,050  20,775,128
2026-08-14  9.78  9.85  9.10  9.30          -4.52%        1.314         2.30%  9.534  9.865 10.128  9.730         0.0238        金叉延续 38.62         44,671,052      41,748,718  17,870,752  23,939,950
2026-08-21  9.30  9.49  9.15  9.35           0.54%        1.118         2.10%  9.473  9.816 10.113  9.727         0.0225        金叉延续 39.57         52,756,000     -97,437,660  27,974,954  -5,114,627
2026-08-28  9.35  9.35  9.14  9.14          -2.25%        0.769         1.29%  9.362  9.751 10.093  9.721         0.0003        金叉延续 36.98         47,872,750     -49,827,015  14,013,504  -4,536,671

--------------------------------------------------------------------------------

处理 港股万科企业 (02202) ...

问题: 对港股万科企业 (02202)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-02-06 3.54 3.84 3.51  3.67          -3.42%        0.875        10.43% 3.653 4.028  5.787  8.481         0.0295          金叉 37.78         14,004,470      50,183,290  21,316,506  39,977,556
2026-02-13 3.72 4.14 3.65  3.98           8.45%        0.963        11.28% 3.762 4.024  5.751  8.437         0.0982        金叉延续 45.32         59,020,630     -18,703,370  26,003,474  25,383,134
2026-02-20 3.95 3.95 3.74  3.86          -3.02%        0.093         0.75% 3.795 4.008  5.714  8.391         0.1284        金叉延续 43.14            369,030     -11,970,000  29,039,280  20,068,854
2026-02-27 3.80 3.95 3.67  3.76          -2.59%        1.341        13.01% 3.783 3.984  5.675  8.345         0.1352        金叉延续 41.36        -39,285,610     -99,680,000  15,337,088 -12,531,832
2026-03-06 3.71 3.71 3.35  3.49          -7.18%        0.896         8.27% 3.685 3.937  5.632  8.297         0.1049        金叉延续 36.92        -29,670,000      -6,473,010     887,704 -17,328,618
2026-03-13 3.42 3.51 3.36  3.37          -3.44%        0.550         4.14% 3.580 3.883  5.587  8.248         0.0718        金叉延续 35.11         -8,125,780     -12,610,000  -3,538,346 -29,887,276
2026-03-20 3.38 3.55 3.11  3.15          -6.53%        0.876         6.21% 3.437 3.814  5.539  8.197         0.0259        金叉延续 32.02         -4,806,090      -7,566,980 -16,303,690 -27,659,998
2026-03-27 3.13 3.13 2.97  2.97          -5.71%        0.759         4.80% 3.281 3.733  5.488  8.145        -0.0208          死叉 29.72         11,738,610      -4,105,190 -14,029,774 -26,087,036
2026-04-03 2.96 3.01 2.85  2.88          -3.03%        0.660         3.58% 3.147 3.652  5.436  8.092        -0.0538        死叉延续 28.61        -12,314,660      -4,532,230  11,357,004  30,645,384
2026-04-10 2.91 3.05 2.90  2.92           1.39%        0.575         2.56% 3.072 3.582  5.386  8.041        -0.0599        死叉延续 29.86          7,928,090      -5,361,660  -1,115,966  -6,835,212
2026-04-17 2.93 3.14 2.88  3.07           5.14%        1.023         4.62% 3.071 3.533  5.340  7.992        -0.0345        死叉延续 34.50         13,624,330       3,788,220   3,234,056  -3,555,568
2026-04-24 3.07 3.08 2.84  2.89          -5.86%        0.722         2.85% 3.011 3.472  5.292  7.941        -0.0329        死叉延续 31.78         -5,669,690     -17,750,820   3,061,336  -5,592,336
2026-05-01 2.89 3.05 2.82  2.99           3.46%        1.073         4.42% 3.004 3.426  5.246  7.892        -0.0104        死叉延续 34.85          9,439,980      -3,141,340  15,140,242  21,639,116
2026-05-08 3.01 3.37 3.01  3.16           5.69%        0.961         3.88% 3.056 3.401  5.205  7.844         0.0330          金叉 39.81         19,492,390      15,849,490   8,963,020  -1,323,222
2026-05-15 3.17 3.36 3.02  3.08          -2.53%        1.225         5.56% 3.064 3.370  5.163  7.797         0.0552        金叉延续 38.33         -7,855,315      -4,010,000   5,806,339  -1,052,890
2026-05-22 3.09 3.09 2.66  2.68         -12.99%        1.340         7.33% 2.936 3.305  5.114  7.746         0.0219        金叉延续 31.94           -591,660       6,524,490   2,963,141    -505,636
2026-05-29 2.68 2.94 2.48  2.71           1.12%        1.409         9.69% 2.861 3.248  5.066  7.696         0.0106        金叉延续 32.85         13,632,830      11,838,620   6,823,645   5,412,252
2026-06-05 2.72 2.85 2.61  2.62          -3.32%        0.820         5.18% 2.780 3.188  5.018  7.646        -0.0019          死叉 31.50        -24,598,230     -18,740,010      16,003   2,292,518
2026-06-12 2.61 2.69 2.49  2.64           0.76%        0.729         4.05% 2.734 3.136  4.971  7.596        -0.0003        死叉延续 32.17         -3,858,180      -1,785,250  -4,654,111  -1,234,430
2026-06-19 2.67 2.71 2.40  2.42          -8.33%        0.689         3.33% 2.629 3.068  4.920  7.544        -0.0206        死叉延续 28.83        -11,064,540      -2,986,600   4,579,334   9,268,864
2026-06-26 2.42 2.53 2.17  2.20          -9.09%        1.229         6.67% 2.486 2.985  4.866  7.491        -0.0535        死叉延续 25.94        -17,217,280     -13,634,590  -8,621,080  -5,061,566
2026-07-03 2.21 2.36 2.10  2.34           6.36%        1.064         5.97% 2.437 2.924  4.816  7.440        -0.0465        死叉延续 30.71         21,640,000      -2,477,110  -7,019,646  -7,924,712
2026-07-10 2.34 2.41 2.19  2.35           0.43%        0.787         3.99% 2.408 2.869  4.767  7.389        -0.0314        死叉延续 31.05          2,100,580       1,501,820  -1,679,884  -3,876,346
2026-07-17 2.33 2.56 2.22  2.48           5.53%        1.082         5.73% 2.432 2.832  4.722  7.340         0.0034          金叉 35.49          1,383,189      24,044,366    -631,610   1,289,577
2026-07-24 2.46 2.51 2.37  2.41          -2.82%        0.765         3.62% 2.425 2.792  4.676  7.291         0.0231        金叉延续 34.21         -6,433,250      -4,811,235     294,648     924,650
2026-07-31 2.42 2.55 2.35  2.48           2.90%        0.784         3.35% 2.443 2.762  4.633  7.243         0.0503        金叉延续 36.67         -5,482,798       6,774,389   2,641,544   5,006,446
2026-08-07 2.50 2.56 2.42  2.50           0.81%        0.877         3.52% 2.462 2.737  4.591  7.196         0.0742        金叉延续 37.39           -611,849      -5,328,075  -1,808,826   4,436,253
2026-08-14 2.52 2.58 2.39  2.42          -3.20%        1.113         4.75% 2.448 2.707  4.548  7.149         0.0818        金叉延续 35.65        -14,828,858      -5,276,638  -5,194,713   3,080,562
2026-08-21 2.44 2.53 2.36  2.44           0.83%        0.818         3.19% 2.445 2.682  4.506  7.102         0.0914        金叉延续 36.45          6,878,048       6,576,538  -4,095,741    -413,004
2026-08-28 2.44 2.54 2.36  2.49           2.05%        0.999         3.90% 2.460 2.663  4.466  7.056         0.1053        金叉延续 38.50          4,282,662      10,571,512     374,688  -1,894,834

--------------------------------------------------------------------------------

处理 锦鑫生殖 (01951) ...

问题: 对锦鑫生殖 (01951)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow   inst_5ma    ind_5ma
2026-02-06 2.40 2.43 2.34  2.38          -0.83%        0.742         2.71% 2.415 2.506  3.041  4.270         0.0214        金叉延续 42.65           -207,390       1,009,460 -3,722,612  3,918,324
2026-02-13 2.41 2.49 2.38  2.44           2.52%        0.744         2.41% 2.424 2.499  3.029  4.252         0.0282        金叉延续 45.41          4,654,250        -668,570 -4,054,040   -819,772
2026-02-20 2.40 2.44 2.38  2.43          -0.41%        0.079         0.17% 2.426 2.493  3.017  4.234         0.0317        金叉延续 45.02                  0         484,020    262,496  1,136,364
2026-02-27 2.43 2.51 2.37  2.46           1.23%        1.114         2.62% 2.437 2.490  3.006  4.216         0.0380        金叉延续 46.50        -13,081,530        -430,020 -2,862,934   -510,502
2026-03-06 2.43 2.50 2.25  2.47           0.41%        1.584         5.27% 2.448 2.488  2.995  4.199         0.0430        金叉延续 47.01         12,596,380      -9,318,180    792,342 -1,784,658
2026-03-13 2.39 2.44 2.17  2.18         -11.74%        1.352         5.45% 2.359 2.459  2.979  4.179         0.0086        金叉延续 36.19        -35,388,680      -8,224,710 -6,243,916 -3,631,492
2026-03-20 2.19 2.34 2.15  2.16          -0.92%        0.919         3.55% 2.292 2.430  2.963  4.159        -0.0142          死叉 35.58            805,440       2,277,350 -7,013,678 -3,042,308
2026-03-27 2.11 2.30 2.05  2.28           5.56%        1.192         5.11% 2.288 2.416  2.949  4.140        -0.0108        死叉延续 41.89         24,652,060     -14,375,860 -2,083,266 -6,014,284
2026-04-03 2.26 2.48 2.25  2.47           8.33%        0.975         4.13% 2.349 2.421  2.940  4.123         0.0180          金叉 50.21         35,290,000       4,860,000  9,018,558 11,104,066
2026-04-10 2.49 2.49 2.39  2.43          -1.62%        0.583         2.07% 2.376 2.422  2.930  4.107         0.0316        金叉延续 48.63        -11,850,000      -8,135,980  2,701,764 -4,719,840
2026-04-17 2.39 2.41 2.31  2.32          -4.53%        0.785         2.51% 2.357 2.412  2.918  4.089         0.0262        金叉延续 44.49         -7,364,690        -402,560  8,306,562 -3,155,410
2026-04-24 2.34 2.47 2.31  2.43           4.74%        0.811         2.37% 2.382 2.414  2.908  4.072         0.0370        金叉延续 49.16         23,311,360        -397,890 12,807,746 -3,690,458
2026-05-01 2.43 2.44 2.31  2.35          -3.29%        0.665         1.67% 2.371 2.408  2.897  4.055         0.0331        金叉延续 46.12         -8,655,460       2,731,510  8,158,724 12,798,972
2026-05-08 2.35 2.40 2.31  2.37           0.85%        0.833         1.93% 2.371 2.404  2.887  4.038         0.0329        金叉延续 47.00         -8,673,030      11,878,740 -2,646,364  1,134,764
2026-05-15 2.36 2.39 2.30  2.34          -1.27%        1.164         2.94% 2.360 2.398  2.876  4.022         0.0286        金叉延续 45.79         -5,501,040      -4,218,510 -1,376,572  1,918,258
2026-05-22 2.34 2.34 2.19  2.22          -5.13%        1.066         2.77% 2.314 2.381  2.863  4.004         0.0103        金叉延续 41.22          2,943,430     -11,426,180    685,052   -286,466
2026-05-29 2.22 2.24 2.09  2.20          -0.90%        0.966         2.47% 2.276 2.364  2.850  3.986        -0.0029          死叉 40.50         -9,139,660      -1,268,180 -5,805,152   -460,524
2026-06-05 2.22 2.36 2.20  2.23           1.36%        0.987         2.52% 2.261 2.351  2.837  3.968        -0.0060        死叉延续 42.14         -2,061,900      -1,592,980 -4,486,440 -1,325,422
2026-06-12 2.19 2.23 2.08  2.15          -3.59%        0.833         1.96% 2.224 2.332  2.824  3.950        -0.0165        死叉延续 39.04          2,038,890        -463,130 -2,344,056 -3,793,796
2026-06-19 2.16 2.17 1.99  1.99          -7.44%        0.695         1.42% 2.146 2.299  2.807  3.931        -0.0414        死叉延续 33.70         -6,806,300      -4,734,430 -2,544,536   -641,914
2026-06-26 2.00 2.08 1.93  1.93          -3.02%        1.298         3.13% 2.074 2.264  2.790  3.911        -0.0610        死叉延续 31.94            420,000      -3,647,460 -3,109,794 -2,341,236
2026-07-03 1.96 2.13 1.92  2.12           9.84%        1.259         3.47% 2.089 2.250  2.777  3.893        -0.0443        死叉延续 42.25         -2,440,150     -34,324,760 -1,769,892 -8,952,552
2026-07-10 2.11 2.18 2.02  2.12           0.00%        0.755         1.86% 2.099 2.238  2.764  3.875        -0.0299        死叉延续 42.25         -1,220,260       2,535,150 -1,601,564 -8,126,926
2026-07-17 2.12 2.35 2.06  2.18           2.83%        1.191         3.24% 2.126 2.233  2.752  3.858        -0.0099        死叉延续 45.28         10,271,625       3,477,385     44,983 -7,338,823
2026-07-24 2.19 2.26 2.12  2.21           1.38%        0.754         1.82% 2.154 2.230  2.741  3.842         0.0087          金叉 46.79        -11,814,520      -7,060,845   -956,661 -7,804,106
2026-07-31 2.21 2.28 2.16  2.17          -1.81%        0.602         1.22% 2.159 2.225  2.730  3.825         0.0165        金叉延续 45.01         -5,314,730     -10,608,485 -2,103,607 -9,196,311
2026-08-07 2.17 2.25 2.14  2.21           1.84%        0.720         1.27% 2.176 2.223  2.720  3.809         0.0274        金叉延续 47.17          4,620,808          -5,718   -691,416 -2,332,502
2026-08-14 2.21 2.24 2.08  2.08          -5.88%        1.308         2.74% 2.144 2.210  2.707  3.792         0.0178        金叉延续 41.46         -7,093,490     -11,973,605 -1,866,062 -5,234,254
2026-08-21 2.08 2.24 2.06  2.23           7.21%        1.108         2.45% 2.173 2.212  2.698  3.777         0.0315        金叉延续 49.11         17,817,298       4,307,052   -356,927 -5,068,320
2026-08-28 2.23 2.42 2.17  2.27           1.79%        1.571         4.86% 2.205 2.217  2.689  3.762         0.0451        金叉延续 50.95         21,598,278       3,095,052  7,986,104    831,096

--------------------------------------------------------------------------------

处理 金蝶国际 (00268) ...

问题: 对金蝶国际 (00268)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）
      date  open  high   low close week_change_pct volume_ratio turnover_rate   ema5  ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-02-06 12.91 13.00 10.61 11.09         -14.36%        1.494         9.84% 12.963 14.082 13.004 13.027        -0.5875        死叉延续 34.32         10,180,000     113,680,000  90,584,050 250,438,296
2026-02-13 11.49 11.71 10.86 11.07          -0.18%        0.870         5.39% 12.332 13.795 12.965 13.008        -0.7490        死叉延续 34.25        -27,549,480      90,840,000  74,890,584 230,182,296
2026-02-20 11.07 11.16 10.43 10.53          -4.88%        0.271         1.22% 11.731 13.484 12.917 12.983        -0.8748        死叉延续 32.35         74,030,000      37,704,350  21,188,648 103,727,166
2026-02-27 10.65 10.95  9.70 10.07          -4.37%        1.388         7.81% 11.178 13.159 12.861 12.954        -0.9595        死叉延续 30.78        102,150,000      19,970,000  33,873,712  71,935,774
2026-03-06  9.82 10.01  9.06  9.66          -4.07%        1.035         5.93% 10.672 12.826 12.797 12.921        -1.0053        死叉延续 29.41         92,280,000      34,540,000  50,218,104  59,346,870
2026-03-13  9.20 10.05  9.05  9.09          -5.90%        0.986         5.60% 10.144 12.470 12.724 12.883        -1.0426        死叉延续 27.57         69,374,040      50,840,000  62,056,912  46,778,870
2026-03-20  9.18 10.20  8.91  9.60           5.61%        1.130         6.88%  9.963 12.197 12.662 12.850        -0.9322        死叉延续 31.68         25,709,280     182,440,000  72,708,664  65,098,870
2026-03-27  9.46  9.52  8.51  8.83          -8.02%        0.885         5.09%  9.585 11.876 12.586 12.810        -0.8964        死叉延续 29.00         57,976,380    -102,875,310  69,497,940  36,982,938
2026-04-03  8.53  8.79  8.25  8.41          -4.76%        0.894         4.89%  9.194 11.546 12.504 12.767        -0.8625        死叉延续 27.63        194,110,000    -141,590,000  95,058,284  70,781,280
2026-04-10  8.61  9.10  8.21  8.25          -1.90%        0.844         4.28%  8.879 11.232 12.419 12.722        -0.7964        死叉延续 27.11        103,230,000      40,347,170  90,079,940   5,832,372
2026-04-17  8.22  9.31  7.92  9.16          11.03%        1.201         6.75%  8.973 11.035 12.355 12.686        -0.5752        死叉延续 34.72        159,300,000      97,490,000 108,065,132  15,162,372
2026-04-24  9.16  9.44  8.33  8.49          -7.31%        0.776         3.93%  8.812 10.792 12.278 12.644        -0.4688        死叉延续 32.06         70,125,830     -11,355,000 116,948,442 -23,596,628
2026-05-01  8.50  8.58  8.17  8.55           0.71%        0.825         3.85%  8.725 10.579 12.204 12.604        -0.3456        死叉延续 32.56         48,540,000       5,550,000  96,367,712  72,885,280
2026-05-08  8.73  9.62  8.28  9.34           9.24%        1.088         5.29%  8.930 10.461 12.148 12.571        -0.1244        死叉延续 38.90        146,880,000      33,859,440 105,615,166  33,178,322
2026-05-15  9.20  9.35  8.14  8.23         -11.88%        1.054         5.27%  8.696 10.248 12.070 12.528        -0.0955        死叉延续 34.06         75,470,000    -110,290,000 100,063,166   3,050,888
