问题: 对中国铁塔 (00788)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date  open  high   low close week_change_pct volume_ratio turnover_rate   ema5  ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma     ind_5ma
2026-05-29 10.33 10.33  9.81  9.92          -3.41%        1.276         2.34% 10.321 10.654 10.293  9.762        -0.1069        死叉延续 35.01        -17,100,000     -44,432,600 -11,350,838  19,907,604
2026-06-05  9.92 10.11  9.84  9.88          -0.40%        0.814         1.36% 10.174 10.580 10.285  9.763        -0.1435        死叉延续 34.50        -58,660,000      -3,020,310 -24,319,792  11,381,542
2026-06-12  9.81  9.88  9.53  9.72          -1.62%        0.968         1.60% 10.023 10.498 10.273  9.763        -0.1763        死叉延续 32.45          1,530,280       2,080,000 -24,525,944  10,953,470
2026-06-19  9.76  9.85  9.23  9.31          -4.22%        1.234         2.31%  9.785 10.385 10.254  9.758        -0.2366        死叉延续 27.88          9,950,000       3,283,660   5,478,954  10,474,858
2026-06-26  9.29  9.48  8.66  8.92          -4.19%        1.197         2.49%  9.497 10.245 10.228  9.750        -0.3079        死叉延续 24.36         10,480,000     -52,964,910 -10,759,944 -19,010,832
2026-07-03  8.94  9.09  8.68  9.04           1.35%        0.686         1.23%  9.344 10.131 10.204  9.743        -0.3164        死叉延续 27.40         40,560,400      53,503,320     772,136     576,352
2026-07-10  9.06  9.21  8.87  9.17           1.44%        0.694         1.08%  9.286 10.039 10.184  9.737        -0.2833        死叉延续 30.64         36,572,540      25,924,610  19,818,644   6,365,336
2026-07-17  9.13  9.46  9.07  9.31           1.53%        0.872         1.27%  9.294  9.970 10.167  9.733        -0.2238        死叉延续 34.06          2,234,990      47,835,225  19,959,586  15,516,381
2026-07-24  9.33  9.87  9.33  9.60           3.11%        0.839         1.14%  9.396  9.934 10.155  9.732        -0.1313        死叉延续 40.59         39,974,640      16,043,655  25,964,514  18,068,380
2026-07-31  9.65 10.06  9.61 10.03           4.48%        1.195         1.79%  9.607  9.944 10.153  9.735        -0.0047        死叉延续 48.71        -20,549,950      18,620,205  19,758,524  32,385,403
2026-08-07 10.02 10.13  9.68  9.74          -2.89%        0.972         1.44%  9.652  9.924 10.145  9.735         0.0447          金叉 44.31         23,023,028      -4,548,052  16,251,050  20,775,128
2026-08-14  9.78  9.85  9.10  9.30          -4.52%        1.314         2.30%  9.534  9.865 10.128  9.730         0.0238        金叉延续 38.62         44,671,052      41,748,718  17,870,752  23,939,950
2026-08-21  9.30  9.49  9.15  9.35           0.54%        1.118         2.10%  9.473  9.816 10.113  9.727         0.0225        金叉延续 39.57         52,756,000     -97,437,660  27,974,954  -5,114,627
2026-08-28  9.35  9.35  9.14  9.14          -2.25%        0.769         1.29%  9.362  9.751 10.093  9.721         0.0003        金叉延续 36.98         47,872,750     -49,827,015  14,013,504  -4,536,671

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:22
