问题: 对锦鑫生殖 (01951)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow   inst_5ma    ind_5ma
2026-04-24 2.34 2.47 2.31  2.43           4.74%        0.811         2.37% 2.382 2.414  2.908  4.072         0.0370        金叉延续 49.16         23,311,360        -397,890 12,807,746 -3,690,458
2026-05-01 2.43 2.44 2.31  2.35          -3.29%        0.665         1.67% 2.371 2.408  2.897  4.055         0.0331        金叉延续 46.12         -8,655,460       2,731,510  8,158,724 12,798,972
2026-05-08 2.35 2.40 2.31  2.37           0.85%        0.833         1.93% 2.371 2.404  2.887  4.038         0.0329        金叉延续 47.00         -8,673,030      11,878,740 -2,646,364  1,134,764
2026-05-15 2.36 2.39 2.30  2.34          -1.27%        1.164         2.94% 2.360 2.398  2.876  4.022         0.0286        金叉延续 45.79         -5,501,040      -4,218,510 -1,376,572  1,918,258
2026-05-22 2.34 2.34 2.19  2.22          -5.13%        1.066         2.77% 2.314 2.381  2.863  4.004         0.0103        金叉延续 41.22          2,943,430     -11,426,180    685,052   -286,466
2026-05-29 2.22 2.24 2.09  2.20          -0.90%        0.966         2.47% 2.276 2.364  2.850  3.986        -0.0029          死叉 40.50         -9,139,660      -1,268,180 -5,805,152   -460,524
2026-06-05 2.22 2.36 2.20  2.23           1.36%        0.987         2.52% 2.261 2.351  2.837  3.968        -0.0060        死叉延续 42.14         -2,061,900      -1,592,980 -4,486,440 -1,325,422
2026-06-12 2.19 2.23 2.08  2.15          -3.59%        0.833         1.96% 2.224 2.332  2.824  3.950        -0.0165        死叉延续 39.04          2,038,890        -463,130 -2,344,056 -3,793,796
2026-06-19 2.16 2.17 1.99  1.99          -7.44%        0.695         1.42% 2.146 2.299  2.807  3.931        -0.0414        死叉延续 33.70         -6,806,300      -4,734,430 -2,544,536   -641,914
2026-06-26 2.00 2.08 1.93  1.93          -3.02%        1.298         3.13% 2.074 2.264  2.790  3.911        -0.0610        死叉延续 31.94            420,000      -3,647,460 -3,109,794 -2,341,236
2026-07-03 1.96 2.13 1.92  2.12           9.84%        1.259         3.47% 2.089 2.250  2.777  3.893        -0.0443        死叉延续 42.25         -2,440,150     -34,324,760 -1,769,892 -8,952,552
2026-07-10 2.11 2.18 2.02  2.12           0.00%        0.755         1.86% 2.099 2.238  2.764  3.875        -0.0299        死叉延续 42.25         -1,220,260       2,535,150 -1,601,564 -8,126,926
2026-07-17 2.12 2.35 2.06  2.18           2.83%        1.191         3.24% 2.126 2.233  2.752  3.858        -0.0099        死叉延续 45.28         10,271,625       3,477,385     44,983 -7,338,823
2026-07-24 2.19 2.26 2.12  2.21           1.38%        0.754         1.82% 2.154 2.230  2.741  3.842         0.0087          金叉 46.79        -11,814,520      -7,060,845   -956,661 -7,804,106
2026-07-31 2.21 2.28 2.16  2.17          -1.81%        0.602         1.22% 2.159 2.225  2.730  3.825         0.0165        金叉延续 45.01         -5,314,730     -10,608,485 -2,103,607 -9,196,311
2026-08-07 2.17 2.25 2.14  2.21           1.84%        0.720         1.27% 2.176 2.223  2.720  3.809         0.0274        金叉延续 47.17          4,620,808          -5,718   -691,416 -2,332,502
2026-08-14 2.21 2.24 2.08  2.08          -5.88%        1.308         2.74% 2.144 2.210  2.707  3.792         0.0178        金叉延续 41.46         -7,093,490     -11,973,605 -1,866,062 -5,234,254
2026-08-21 2.08 2.24 2.06  2.23           7.21%        1.108         2.45% 2.173 2.212  2.698  3.777         0.0315        金叉延续 49.11         17,817,298       4,307,052   -356,927 -5,068,320
2026-08-28 2.23 2.42 2.17  2.27           1.79%        1.571         4.86% 2.205 2.217  2.689  3.762         0.0451        金叉延续 50.95         21,598,278       3,095,052  7,986,104    831,096

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:23
