问题: 对港股万物云 (02602)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date  open  high   low close week_change_pct volume_ratio turnover_rate   ema5  ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow   inst_5ma     ind_5ma
2026-07-10 16.77 18.38 16.30 17.91           8.74%        0.437         0.36% 17.392 17.706 19.592 22.727         0.2269        金叉延续 49.88          1,671,125      -2,069,541  3,141,165 -16,129,479
2026-07-17 17.90 18.40 17.33 17.79          -0.67%        0.512         0.33% 17.525 17.714 19.557 22.678         0.2658        金叉延续 49.47          2,864,321      11,146,796 -1,577,736 -13,968,686
2026-07-24 18.23 18.23 17.14 17.20          -3.32%        0.606         0.33% 17.416 17.665 19.510 22.623         0.2098        金叉延续 47.43         -2,047,549       7,376,689 -1,215,979     820,765
2026-07-31 17.72 17.72 16.10 16.90          -1.74%        1.017         0.56% 17.244 17.592 19.458 22.566         0.1338        金叉延续 46.38          8,120,146       1,944,311  3,172,263   4,729,237
2026-08-07 16.90 17.85 16.57 17.21           1.83%        0.518         0.23% 17.233 17.556 19.414 22.513         0.1267        金叉延续 47.67         -1,949,885       5,935,964  1,731,632   4,866,844
2026-08-14 16.87 18.30 16.87 18.15           5.46%        0.808         0.33% 17.539 17.613 19.389 22.470         0.2434        金叉延续 51.47          1,927,270       4,660,171  1,782,861   6,212,786
2026-08-21 18.10 18.45 17.72 17.95          -1.10%        0.750         0.27% 17.676 17.645 19.360 22.425         0.2855        金叉延续 50.63          2,477,585         279,822  1,705,513   4,039,391
2026-08-28 17.95 19.46 17.62 19.43           8.25%        1.142         0.44% 18.260 17.815 19.362 22.395         0.4924        金叉延续 56.33            -54,504           3,221 -1,118,554  -9,084,221

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:24
