问题: 对中生制药 (01177)进行周度走势复盘分析，复盘区间：2026年02月06日 – 2026年08月28日（共30周）

      date open high  low close week_change_pct volume_ratio turnover_rate  ema5 ema20 ema100 ema200 macd_histogram macd_status rsi14 institutional_flow individual_flow    inst_5ma      ind_5ma
2026-05-15 5.38 5.78 5.29  5.34          -0.74%        1.238         2.32% 5.511 6.012  5.353  4.885        -0.1988        死叉延续 36.20        145,160,000     248,490,000 115,652,702  123,645,136
2026-05-22 5.30 5.38 5.08  5.17          -3.18%        0.949         1.74% 5.398 5.931  5.349  4.888        -0.2030        死叉延续 34.10          2,290,000    -126,212,760  83,896,702   57,638,584
2026-05-29 5.17 5.17 4.72  4.94          -4.45%        1.182         2.38% 5.245 5.837  5.341  4.888        -0.2203        死叉延续 31.44        168,214,310    -411,420,000 112,239,664  -78,527,416
2026-06-05 5.06 5.12 4.55  4.61          -6.68%        1.114         2.36% 5.033 5.720  5.326  4.886        -0.2570        死叉延续 28.06         88,030,000    -211,250,000  99,127,664  -93,748,552
2026-06-12 4.52 4.71 4.34  4.65           0.87%        1.101         2.46% 4.906 5.618  5.313  4.883        -0.2562        死叉延续 29.05        160,080,000       5,630,000 112,754,862  -98,952,552
2026-06-19 4.75 4.84 4.45  4.53          -2.58%        0.844         1.77% 4.780 5.515  5.297  4.880        -0.2519        死叉延续 27.81         65,270,000      -3,990,130 113,791,594   50,436,472
2026-06-26 4.53 4.59 4.19  4.26          -5.96%        1.152         2.60% 4.607 5.395  5.277  4.873        -0.2640        死叉延续 25.19         46,231,680       1,120,000 105,565,198 -123,982,026
2026-07-03 4.26 4.89 4.19  4.74          11.27%        1.074         2.52% 4.651 5.333  5.266  4.872        -0.1895        死叉延续 36.60         59,890,000     365,500,000  83,900,336   31,401,974
2026-07-10 4.80 5.35 4.70  5.19           9.49%        1.478         4.54% 4.831 5.319  5.265  4.875        -0.0680        死叉延续 45.06         72,000,000     530,090,000  80,694,336  179,669,974
2026-07-17 5.20 5.47 4.86  4.98          -4.05%        1.169         3.93% 4.881 5.287  5.259  4.876        -0.0076        死叉延续 42.23         64,962,780     327,264,670  61,670,892  243,996,908
2026-07-24 5.05 5.36 4.98  5.15           3.41%        0.751         2.25% 4.970 5.274  5.257  4.879         0.0600          金叉 45.23         99,296,040     238,629,570  68,476,100  292,520,848
2026-07-31 5.17 5.28 4.94  5.03          -2.33%        0.635         1.60% 4.990 5.251  5.252  4.881         0.0913        金叉延续 43.51        -47,125,600     -33,459,420  49,804,644  285,604,964
2026-08-07 5.06 5.12 4.82  5.10           1.39%        0.763         1.72% 5.027 5.236  5.249  4.883         0.1223        金叉延续 44.83         57,516,085     -34,533,330  49,329,861  205,598,298
2026-08-14 5.20 5.30 4.75  4.78          -6.27%        0.851         1.78% 4.945 5.193  5.240  4.882         0.1015        金叉延续 40.21         52,821,570     -42,552,770  45,494,175   91,069,744
2026-08-21 4.78 5.80 4.73  5.60          17.15%        1.374         3.56% 5.163 5.232  5.247  4.889         0.1945        金叉延续 53.44        147,013,530      92,839,185  61,904,325   44,184,647
2026-08-28 5.60 5.92 5.48  5.60           0.00%        0.990         2.54% 5.309 5.267  5.254  4.896         0.2489        金叉延续 53.44        -60,185,395     -11,991,405  94,526,921   34,572,191

--------------------------------------------------------------------------------
生成时间: 2026-08-28 17:48:23
