stock_code,stock_name,decision_date,structural_regime,monthly_behavior_state,tactical_signal,chip_stability_confidence,mtf_regime,qcfp_score,structure_behavior_alignment,market_context,data_quality,catalyst_score,align_method,action_signal,base_action,base_target,risk_level,des_score,des_band,final_action,final_target,risk_override_active,alignment_override,risk_score,risk_reasons
00700,腾讯控股,2010-03-19,STATE_UNDETERMINED,Stable,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-03-26,STATE_UNDETERMINED,Stable,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-04-02,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,1,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-04-09,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,1,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-04-16,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,2,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-04-23,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-04-30,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-05-07,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,2,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-05-14,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,1,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-05-21,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,WAIT,WAIT,0.0,Extreme,5,REDUCE,WAIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-05-28,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,WAIT,WAIT,0.0,Extreme,6,REDUCE,WAIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-06-04,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,EXIT,WAIT,0.0,Extreme,7,DE-RISK,EXIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-06-11,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,EXIT,WAIT,0.0,Extreme,7,DE-RISK,EXIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-06-18,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,EXIT,WAIT,0.0,Extreme,7,DE-RISK,EXIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-06-25,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,EXIT,WAIT,0.0,Extreme,7,DE-RISK,EXIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-07-02,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-3.0,data_insufficient,EXIT,WAIT,0.0,Extreme,7,DE-RISK,EXIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-07-09,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-3.0,data_insufficient,EXIT,WAIT,0.0,Extreme,7,DE-RISK,EXIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-07-16,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-3.0,data_insufficient,WAIT,WAIT,0.0,Extreme,6,REDUCE,WAIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-07-23,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-3.0,data_insufficient,WAIT,WAIT,0.0,Extreme,5,REDUCE,WAIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-07-30,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-3.0,data_insufficient,WAIT,WAIT,0.0,Extreme,3,WATCH,WAIT,0.0,1,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-08-06,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,WAIT,WAIT,0.0,Extreme,2,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-08-13,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,neutral,C,-2.0,data_insufficient,WAIT,WAIT,0.0,Extreme,4,WATCH,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
00700,腾讯控股,2010-08-20,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,1,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-08-27,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,3,WATCH,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-09-03,STRUCTURAL_BOTTOM_CANDIDATE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-09-10,STRUCTURAL_BOTTOM_CANDIDATE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Extreme,3,WATCH,REDUCE,0.2,1,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-09-17,STRUCTURAL_BOTTOM_CANDIDATE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,1,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-09-24,STRUCTURAL_BOTTOM_CANDIDATE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,1,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-10-01,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,0,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-10-08,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,0,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-10-15,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,0,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-10-22,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,0,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-10-29,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,0,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-11-05,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,0,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-11-12,STRUCTURAL_BOTTOM_CANDIDATE,Improving,Pullback,Medium,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Medium,1,NORMAL,REDUCE,0.5,0,0,3,基础:BULLISH_WARNING(2)；数据质量C+1
00700,腾讯控股,2010-11-19,STRUCTURAL_ACCUMULATION,Improving,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Low,2,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2010-11-26,STRUCTURAL_ACCUMULATION,Improving,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Low,3,WATCH,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2010-12-03,STRUCTURAL_ACCUMULATION,Stable,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,-1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2010-12-10,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,-1.0,fallback,REDUCE,HOLD,0.75,Extreme,3,WATCH,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2010-12-17,STRUCTURAL_ACCUMULATION,Stable,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,-1.0,fallback,HOLD,HOLD,0.75,Low,4,WATCH,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2010-12-24,STRUCTURAL_ACCUMULATION,Stable,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,-1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2010-12-31,STRUCTURAL_ACCUMULATION,Deteriorating,Pullback,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,0.0,fallback,REDUCE,HOLD,0.75,Extreme,2,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
00700,腾讯控股,2011-01-07,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Medium,0,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
00700,腾讯控股,2011-01-14,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Medium,0,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
00700,腾讯控股,2011-01-21,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Medium,0,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
00700,腾讯控股,2011-01-28,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Medium,0,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
00700,腾讯控股,2011-02-04,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,0.0,matrix,HOLD,HOLD,0.75,Low,0,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2011-02-11,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,0.0,matrix,HOLD,HOLD,0.75,Low,0,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
00700,腾讯控股,2011-02-18,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,0.0,matrix,HOLD,HOLD,0.75,Low,0,NORMAL,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-02-25,STRUCTURAL_ACCUMULATION,Improving,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,0.0,fallback,HOLD,HOLD,0.75,Low,0,NORMAL,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-03-04,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,-1.0,matrix,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-03-11,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,-1.0,matrix,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-03-18,STRUCTURAL_ACCUMULATION,Improving,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,-1.0,fallback,HOLD,HOLD,0.75,Low,3,WATCH,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-03-25,STRUCTURAL_ACCUMULATION,Improving,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,-1.0,fallback,HOLD,HOLD,0.75,Low,4,WATCH,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-04-01,STRUCTURAL_ACCUMULATION,Deteriorating,Pullback,Medium,BULLISH_STABLE,75.0,Divergence,neutral,B,-1.0,fallback,HOLD,HOLD,0.75,Low,4,WATCH,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；结构-行为背离+1
00700,腾讯控股,2011-04-08,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,B,-1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；结构-行为背离+1
00700,腾讯控股,2011-04-15,STRUCTURAL_ACCUMULATION,Deteriorating,Pullback,Medium,BULLISH_STABLE,75.0,Divergence,neutral,B,-1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；结构-行为背离+1
00700,腾讯控股,2011-04-22,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,B,-1.0,fallback,HOLD,HOLD,0.75,Low,2,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；结构-行为背离+1
00700,腾讯控股,2011-04-29,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,B,-1.0,fallback,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；结构-行为背离+1
00700,腾讯控股,2011-05-06,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,-1.0,matrix,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-05-13,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,B,-1.0,matrix,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,1,基础:BULLISH_STABLE(1)
00700,腾讯控股,2011-05-20,STRUCTURAL_DIVERGENCE,Improving,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,High,1,NORMAL,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-05-27,STRUCTURAL_DIVERGENCE,Improving,Pullback,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,High,1,NORMAL,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-06-03,STRUCTURAL_DIVERGENCE,Improving,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,High,1,NORMAL,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-06-10,STRUCTURAL_DIVERGENCE,Improving,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-06-17,STRUCTURAL_DIVERGENCE,Improving,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-06-24,STRUCTURAL_DIVERGENCE,Improving,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,0.0,fallback,REDUCE,REDUCE,0.5,Extreme,3,WATCH,REDUCE,0.2,1,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-07-01,STRUCTURAL_DIVERGENCE,Stable,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,High,3,WATCH,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-07-08,STRUCTURAL_DIVERGENCE,Stable,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,High,4,WATCH,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-07-15,STRUCTURAL_DIVERGENCE,Stable,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,High,3,WATCH,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-07-22,STRUCTURAL_DIVERGENCE,Stable,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,High,4,WATCH,REDUCE,0.5,0,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-07-29,STRUCTURAL_DIVERGENCE,Stable,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,-1.0,fallback,REDUCE,REDUCE,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-08-05,STRUCTURAL_DIVERGENCE,Deteriorating,Consolidation,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,1.0,fallback,REDUCE,REDUCE,0.5,Extreme,6,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-08-12,STRUCTURAL_DIVERGENCE,Deteriorating,Breakdown,Low,BULLISH_WARNING,55.0,Aligned,neutral,C,1.0,matrix,EXIT,REDUCE,0.5,Extreme,8,DE-RISK,EXIT,0.0,1,0,4,基础:BULLISH_WARNING(2)；数据质量C+1；置信度Low+1
00700,腾讯控股,2011-08-19,STRUCTURAL_DIVERGENCE,Deteriorating,Breakdown,Medium,BULLISH_WARNING,55.0,Aligned,neutral,B,1.0,matrix,EXIT,REDUCE,0.5,Extreme,9,DE-RISK,EXIT,0.0,1,0,2,基础:BULLISH_WARNING(2)
00700,腾讯控股,2011-08-26,STRUCTURAL_DIVERGENCE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,B,1.0,fallback,REDUCE,REDUCE,0.5,Extreme,6,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_WARNING(2)
00700,腾讯控股,2011-09-02,STRUCTURAL_DIVERGENCE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,B,-1.0,fallback,EXIT,REDUCE,0.5,Extreme,7,DE-RISK,EXIT,0.0,1,0,2,基础:BULLISH_WARNING(2)
00700,腾讯控股,2011-09-09,STRUCTURAL_DIVERGENCE,Deteriorating,Consolidation,Medium,BULLISH_WARNING,55.0,Aligned,neutral,B,-1.0,fallback,EXIT,REDUCE,0.5,Extreme,7,DE-RISK,EXIT,0.0,1,0,2,基础:BULLISH_WARNING(2)
